12/24/2017 16:35,0.427723497,0.378086223,0.417793218,0.321037667,0.324827679,0.290704783,0.400356325,0.392002008,0.454716217,0.252122223,0.365936984
12/24/2017 16:37,0.224994154,0.31461041,0.251964209,0.285554021,0.267538453,0.247823309,0.333775929,0.247412142,0.335442224,0.1734411,0.268255595
12/24/2017 16:40,0.226914502,0.347721321,0.27473167,0.247942495,0.285554021,0.301696089,0.247422575,0.225222434,0.294465829,0.226857695,0.267852863
12/24/2017 16:42,0.226914502,0.270287121,0.273001316,0.273206266,0.285600964,0.289846081,0.305578969,0.226019137,0.286897288,0.249301914,0.268665356
12/24/2017 16:44,0.249757115,0.268935462,0.292506597,0.271373233,0.273206266,0.269982389,0.331399511,0.330075754,0.343902603,0.275102028,0.290624096
12/24/2017 16:46,0.378789111,0.412920005,0.361293644,0.362368918,0.359255069,0.366845862,0.364134568,0.369070047,0.343902603,0.336622981,0.365520281
12/24/2017 16:48,0.405014163,0.412920005,0.361403837,0.357002929,0.361583199,0.359303847,0.365313454,0.370877152,0.362576083,0.364747481,0.372074215
12/24/2017 16:51,0.417255296,0.441660488,0.361403837,0.36340287,0.402218424,0.388580257,0.36340287,0.399927369,0.36340287,0.399927369,0.390118165
12/24/2017 16:53,0.387431426,0.399927369,0.388580257,0.398523754,0.399738216,0.388580257,0.399927369,0.399927369,0.39134849,0.399927369,0.395391188
12/24/2017 16:56,0.387431426,0.402676914,0.399927369,0.398523754,0.36340287,0.398523754,0.399927369,0.399927369,0.39134849,0.398523754,0.394021307
12/24/2017 16:58,0.394278879,0.402676914,0.36340287,0.398523754,0.36340287,0.398523754,0.39134849,0.399927369,0.398523754,0.398523754,0.390913241
12/24/2017 17:00,0.394278879,0.402676914,0.36340287,0.388585918,0.373752247,0.402676914,0.39134849,0.402676914,0.398523754,0.398523754,0.391644665
12/24/2017 17:02,0.394278879,0.402676914,0.36304464,0.394278879,0.358230752,0.435205542,-1,-1,-1,-1,-0.165228439
12/24/2017 17:05,0.366991683,0.378698207,0.359401919,0.363440812,0.366315258,0.357923713,0.388324945,0.392547014,0.384421434,0.367551237,0.372561622
12/24/2017 17:08,0.391005066,0.410035649,0.356670961,0.385693409,0.356670961,0.38517677,0.36459982,0.36459982,0.360519146,0.388661627,0.376363323
12/24/2017 17:10,0.391005066,0.385693409,0.354771876,0.362952463,0.356345005,0.36037385,0.358798785,0.359654882,0.362952463,0.386269486,0.367881728
12/24/2017 17:13,0.391005066,0.399228365,0.382095408,0.36037385,0.385216735,0.383526024,0.387536859,0.390334172,0.358015012,0.383526024,0.382085751
12/24/2017 17:15,0.384784552,0.386811423,0.382095408,0.382164163,0.385026876,0.383526024,0.422286937,0.383795883,0.42402155,0.381472756,0.391598557
12/24/2017 17:17,0.327392329,0.361981174,0.29928512,0.355938259,0.355964882,0.355938259,0.435650602,0.361614188,0.355964882,0.355938259,0.356566795
12/24/2017 17:19,0.374216859,0.293201898,0.332452307,0.248695001,0.276028646,0.328370434,0.323540731,0.305843461,0.288331862,0.373327261,0.314400846
12/24/2017 17:22,0.32936261,0.250632537,0.246950068,0.22412701,0.22653307,0.224064649,0.225198903,0.224979896,0.31999159,0.246160672,0.251800101
12/24/2017 17:24,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
12/24/2017 17:27,0.173513817,0.225692723,0.294712909,0.200290864,0.260918634,0.225673728,0.225723839,0.201704688,0.247100413,0.224020791,0.227935241
12/24/2017 17:29,0.235589229,0.254621485,0.248032373,0.215982082,0.2554437,0.238185963,0.185147993,0.248032373,0.205634732,0.215982082,0.230265201
12/24/2017 17:31,0.24244448,0.24244448,0.261043635,0.249229171,0.246610629,0.248924759,0.249229171,0.249243502,0.249229171,0.248978295,0.248737729
