"[u'rozman', u'uji', u'rm4', u'russia', u'membanteras', u'lalat', u'denda', u'mahb', u'apply', u'civil']","[u'yakni', u'akaun', u'bangladesh', u'adakan', u'resolusi', u'sin', u'kepayan', u'siasat', u'bintangor', u'telefon']","[u'lombong', u'sistematik', u'edar', u'kapita', u'bentang', u'pinggang', u'fta', u'kalimantan', u'called', u'tragedi']","[u'kunjung', u'etp', u'dihebahkan', u'makmur', u'nelayan', u'might', u'pinggir', u'ejen', u'junjung', u'tukar']","[u'rukun', u'timpal', u'bsi', u'jawapan', u'borneo', u'perkeso', u'binti', u'kesah', u'trade', u'ktm']","[u'sme', u'selenggara', u'kompaun', u'world', u'rangkum', u'unsur', u'iklim', u'sosioekonomi', u'demam', u'called']","[u'rejab', u'ayam', u'kongsi', u'paksa', u'ekor', u'bayar', u'kelar', u'filem', u'sjkc', u'kanan']","[u'semak', u'sekutu', u'menggerimander', u'hapus', u'bernas', u'tinggal', u'paksa', u'teruk', u'teroka', u'uitm']","[u'ciri', u'mou', u'loteri', u'ratifikasi', u'cermin', u'131598', u'berbeza', u'korban', u'asb', u'rm69']","[u'kompaun', u'nombor', u'hak', u'likely', u'adu', u'1948', u'duti', u'prinsip', u'gdp', u'pakai']"
"[u'senario', u'tetap', u'sabah', u'tangan', u'kesan', u'tuju', u'sarawak', u'sekolah', u'libat', u'laksana']","[u'senario', u'tetap', u'tangan', u'sekolah', u'sabah', u'tuju', u'libat', u'kesan', u'sarawak', u'bekal']","[u'senario', u'tetap', u'tuju', u'libat', u'laksana', u'sabah', u'sekolah', u'status', u'sarawak', u'kesan']","[u'senario', u'tetap', u'tangan', u'libat', u'kesan', u'sekolah', u'sabah', u'sarawak', u'kaji', u'nilai']","[u'senario', u'tetap', u'sabah', u'sekolah', u'libat', u'sarawak', u'tangan', u'kesan', u'laksana', u'status']","[u'senario', u'tetap', u'tuju', u'kesan', u'tangan', u'libat', u'sekolah', u'sabah', u'status', u'kaji']","[u'senario', u'tetap', u'libat', u'kesan', u'tuju', u'sabah', u'sekolah', u'tangan', u'laksana', u'kaji']","[u'senario', u'tetap', u'sekolah', u'libat', u'sabah', u'tuju', u'laksana', u'sarawak', u'tangan', u'kesan']","[u'senario', u'tetap', u'tuju', u'sekolah', u'libat', u'status', u'sabah', u'tangan', u'laksana', u'kesan']","[u'senario', u'tetap', u'libat', u'laksana', u'status', u'sekolah', u'sabah', u'tangan', u'sarawak', u'kesan']"
"[u'senario', u'tetap', u'sabah', u'tangan', u'status', u'ajar', u'laksana', u'libat', u'kenal', u'tuju']","[u'senario', u'tetap', u'tangan', u'sabah', u'ajar', u'sekolah', u'status', u'libat', u'laksana', u'tuju']","[u'senario', u'tetap', u'status', u'laksana', u'sabah', u'ajar', u'libat', u'tangan', u'sekolah', u'tuju']","[u'senario', u'tetap', u'tangan', u'ajar', u'status', u'sabah', u'libat', u'kaji', u'laksana', u'sekolah']","[u'senario', u'tetap', u'status', u'ajar', u'sabah', u'tangan', u'laksana', u'libat', u'sekolah', u'kenal']","[u'senario', u'tetap', u'status', u'ajar', u'tangan', u'sabah', u'laksana', u'tuju', u'libat', u'sekolah']","[u'senario', u'tetap', u'status', u'ajar', u'sabah', u'libat', u'tangan', u'laksana', u'kenal', u'sekolah']","[u'senario', u'tetap', u'ajar', u'status', u'sabah', u'laksana', u'sekolah', u'tangan', u'libat', u'kaji']","[u'senario', u'tetap', u'status', u'tangan', u'sabah', u'laksana', u'ajar', u'libat', u'sekolah', u'tuju']","[u'senario', u'tetap', u'status', u'laksana', u'ajar', u'tangan', u'libat', u'sabah', u'sekolah', u'kenal']"
"[u'senario', u'laksana', u'sabah', u'tetap', u'tangan', u'sekolah', u'kesan', u'jauh', u'sarawak', u'status']","[u'senario', u'tetap', u'sekolah', u'tangan', u'laksana', u'sabah', u'libat', u'ajar', u'kesan', u'sarawak']","[u'senario', u'laksana', u'sekolah', u'status', u'sabah', u'libat', u'sarawak', u'jenayah', u'jauh', u'tetap']","[u'senario', u'laksana', u'tangan', u'sekolah', u'tetap', u'sabah', u'kesan', u'ajar', u'libat', u'status']","[u'senario', u'laksana', u'sekolah', u'sabah', u'tetap', u'tangan', u'kesan', u'ajar', u'status', u'jauh']","[u'senario', u'laksana', u'tetap', u'sekolah', u'tangan', u'status', u'kesan', u'sabah', u'ajar', u'jauh']","[u'senario', u'laksana', u'tetap', u'sekolah', u'sabah', u'libat', u'jauh', u'tangan', u'kesan', u'status']","[u'senario', u'laksana', u'sekolah', u'sabah', u'ajar', u'tangan', u'tetap', u'status', u'libat', u'sarawak']","[u'senario', u'laksana', u'sekolah', u'status', u'sabah', u'tetap', u'tangan', u'libat', u'kesan', u'jauh']","[u'senario', u'laksana', u'sekolah', u'status', u'sabah', u'tangan', u'ajar', u'ancang', u'libat', u'tetap']"
"[u'senario', u'tetap', u'tangan', u'libat', u'tuju', u'sekolah', u'kesan', u'sabah', u'status', u'laksana']","[u'senario', u'tetap', u'libat', u'tangan', u'sekolah', u'tuju', u'kesan', u'status', u'sabah', u'ajar']","[u'senario', u'libat', u'laksana', u'sekolah', u'tetap', u'status', u'tuju', u'tangan', u'sabah', u'ajar']","[u'senario', u'libat', u'tetap', u'tangan', u'kesan', u'sekolah', u'ajar', u'status', u'sabah', u'sarawak']","[u'senario', u'tetap', u'tangan', u'libat', u'laksana', u'status', u'kesan', u'sekolah', u'sabah', u'rancang']","[u'senario', u'tetap', u'libat', u'tangan', u'status', u'sekolah', u'tuju', u'kesan', u'laksana', u'ajar']","[u'senario', u'tetap', u'libat', u'tuju', u'tangan', u'sekolah', u'status', u'kesan', u'laksana', u'ajar']","[u'senario', u'libat', u'sekolah', u'tetap', u'tangan', u'ajar', u'status', u'laksana', u'tuju', u'rancang']","[u'senario', u'libat', u'status', u'tuju', u'sekolah', u'tetap', u'laksana', u'tangan', u'kesan', u'sabah']","[u'senario', u'libat', u'status', u'sekolah', u'laksana', u'tetap', u'tangan', u'ajar', u'kesan', u'sabah']"
"[u'senario', u'tangan', u'tetap', u'status', u'sabah', u'sekolah', u'laksana', u'ajar', u'sarawak', u'khas']","[u'senario', u'tetap', u'tangan', u'sekolah', u'status', u'sabah', u'laksana', u'ajar', u'sarawak', u'libat']","[u'senario', u'status', u'laksana', u'tangan', u'sabah', u'sekolah', u'tetap', u'sarawak', u'ajar', u'libat']","[u'senario', u'tangan', u'tetap', u'status', u'sabah', u'sekolah', u'ajar', u'sarawak', u'laksana', u'libat']","[u'senario', u'tangan', u'status', u'tetap', u'sabah', u'laksana', u'sekolah', u'sarawak', u'ajar', u'rancang']","[u'senario', u'tetap', u'tangan', u'status', u'sekolah', u'sabah', u'khas', u'laksana', u'ajar', u'sarawak']","[u'senario', u'tetap', u'tangan', u'status', u'sabah', u'sekolah', u'laksana', u'ajar', u'sarawak', u'libat']","[u'senario', u'tangan', u'status', u'sekolah', u'tetap', u'sabah', u'ajar', u'laksana', u'sarawak', u'rancang']","[u'senario', u'status', u'tangan', u'sabah', u'laksana', u'sekolah', u'tetap', u'libat', u'sarawak', u'milik']","[u'senario', u'status', u'tangan', u'sekolah', u'laksana', u'tetap', u'sabah', u'ajar', u'libat', u'sarawak']"
"[u'senario', u'tetap', u'sabah', u'ajar', u'tangan', u'kesan', u'sarawak', u'bekal', u'sekolah', u'nilai']","[u'senario', u'tetap', u'sabah', u'sekolah', u'ajar', u'kesan', u'tangan', u'bekal', u'sarawak', u'libat']","[u'senario', u'sabah', u'tetap', u'ajar', u'laksana', u'sarawak', u'wujud', u'sekolah', u'status', u'bekal']","[u'senario', u'tetap', u'sabah', u'ajar', u'kesan', u'tangan', u'nilai', u'sarawak', u'sekolah', u'libat']","[u'senario', u'tetap', u'sabah', u'ajar', u'kesan', u'tangan', u'sarawak', u'sekolah', u'laksana', u'wujud']","[u'senario', u'tetap', u'sabah', u'ajar', u'kesan', u'sekolah', u'tangan', u'sarawak', u'wujud', u'status']","[u'senario', u'tetap', u'sabah', u'ajar', u'kesan', u'sekolah', u'nilai', u'tangan', u'sarawak', u'bekal']","[u'senario', u'tetap', u'sabah', u'ajar', u'sekolah', u'sarawak', u'wujud', u'kesan', u'tangan', u'laksana']","[u'senario', u'sabah', u'tetap', u'kesan', u'ajar', u'sekolah', u'status', u'wujud', u'sarawak', u'laksana']","[u'senario', u'tetap', u'sabah', u'ajar', u'sekolah', u'kesan', u'laksana', u'status', u'bekal', u'tangan']"
"[u'senario', u'tetap', u'tangan', u'laksana', u'sabah', u'ajar', u'jauh', u'sarawak', u'libat', u'siasat']","[u'senario', u'tetap', u'tangan', u'laksana', u'sabah', u'ajar', u'libat', u'sarawak', u'jauh', u'siasat']","[u'senario', u'laksana', u'sabah', u'tetap', u'tangan', u'ajar', u'sarawak', u'jauh', u'libat', u'siasat']","[u'senario', u'tetap', u'tangan', u'sabah', u'ajar', u'laksana', u'libat', u'sarawak', u'siasat', u'jauh']","[u'senario', u'tetap', u'laksana', u'tangan', u'sabah', u'ajar', u'sarawak', u'siasat', u'libat', u'status']","[u'senario', u'tetap', u'tangan', u'laksana', u'ajar', u'sabah', u'libat', u'sarawak', u'siasat', u'jauh']","[u'senario', u'tetap', u'laksana', u'tangan', u'sabah', u'ajar', u'jauh', u'libat', u'siasat', u'sarawak']","[u'senario', u'laksana', u'tetap', u'sabah', u'ajar', u'tangan', u'sarawak', u'jauh', u'libat', u'status']","[u'senario', u'laksana', u'sabah', u'tetap', u'tangan', u'ajar', u'status', u'libat', u'sarawak', u'siasat']","[u'senario', u'laksana', u'tetap', u'tangan', u'sabah', u'ajar', u'libat', u'status', u'jauh', u'sarawak']"
"[u'senario', u'laksana', u'tetap', u'sabah', u'tangan', u'sekolah', u'sarawak', u'libat', u'kaji', u'status']","[u'senario', u'tetap', u'laksana', u'sabah', u'tangan', u'sekolah', u'libat', u'status', u'bekal', u'sarawak']","[u'senario', u'laksana', u'sabah', u'tetap', u'tangan', u'status', u'sekolah', u'libat', u'sarawak', u'bekal']","[u'senario', u'laksana', u'tetap', u'sabah', u'tangan', u'sekolah', u'libat', u'sarawak', u'ajar', u'kaji']","[u'senario', u'laksana', u'sabah', u'tetap', u'tangan', u'sekolah', u'status', u'sarawak', u'libat', u'rancang']","[u'senario', u'laksana', u'tetap', u'tangan', u'sekolah', u'sabah', u'status', u'libat', u'sarawak', u'ajar']","[u'senario', u'laksana', u'tetap', u'sabah', u'tangan', u'sekolah', u'status', u'libat', u'kaji', u'tuju']","[u'senario', u'laksana', u'sabah', u'sekolah', u'tetap', u'status', u'tangan', u'libat', u'rancang', u'sarawak']","[u'senario', u'laksana', u'sabah', u'sekolah', u'tetap', u'status', u'tangan', u'libat', u'sarawak', u'jauh']","[u'senario', u'laksana', u'sabah', u'sekolah', u'tetap', u'status', u'tangan', u'libat', u'bekal', u'sarawak']"
"[u'senario', u'tetap', u'sabah', u'tangan', u'sarawak', u'sekolah', u'ajar', u'bekal', u'laksana', u'tuju']","[u'senario', u'tetap', u'tangan', u'sabah', u'sekolah', u'sarawak', u'bekal', u'libat', u'laksana', u'status']","[u'senario', u'laksana', u'sabah', u'sarawak', u'tetap', u'libat', u'status', u'tangan', u'bekal', u'ajar']","[u'senario', u'tetap', u'tangan', u'sabah', u'libat', u'sarawak', u'ajar', u'sekolah', u'bekal', u'laksana']","[u'senario', u'tetap', u'sabah', u'sarawak', u'laksana', u'tangan', u'status', u'sekolah', u'bekal', u'ajar']","[u'senario', u'tetap', u'tangan', u'sabah', u'sarawak', u'sekolah', u'status', u'libat', u'ajar', u'laksana']","[u'senario', u'tetap', u'sabah', u'laksana', u'tangan', u'sarawak', u'tuju', u'status', u'libat', u'bekal']","[u'senario', u'sabah', u'sarawak', u'tetap', u'laksana', u'sekolah', u'libat', u'ajar', u'status', u'tangan']","[u'senario', u'sabah', u'tetap', u'sekolah', u'laksana', u'sarawak', u'status', u'tangan', u'bekal', u'libat']","[u'senario', u'laksana', u'sabah', u'sekolah', u'tetap', u'status', u'sarawak', u'ajar', u'bekal', u'tangan']"
"[u'senario', u'tetap', u'ajar', u'sabah', u'laksana', u'sekolah', u'sarawak', u'tangan', u'status', u'kesan']","[u'senario', u'tetap', u'ajar', u'sabah', u'sekolah', u'tangan', u'laksana', u'sarawak', u'kesan', u'status']","[u'senario', u'ajar', u'sabah', u'laksana', u'sarawak', u'tetap', u'status', u'sekolah', u'ancang', u'libat']","[u'senario', u'tetap', u'ajar', u'sabah', u'tangan', u'sarawak', u'libat', u'sekolah', u'laksana', u'kesan']","[u'senario', u'tetap', u'sabah', u'ajar', u'laksana', u'sekolah', u'sarawak', u'status', u'tangan', u'kesan']","[u'senario', u'ajar', u'tetap', u'sabah', u'laksana', u'sarawak', u'sekolah', u'status', u'tangan', u'kesan']","[u'senario', u'tetap', u'ajar', u'sabah', u'laksana', u'sekolah', u'sarawak', u'tangan', u'status', u'libat']","[u'senario', u'ajar', u'sabah', u'laksana', u'tetap', u'sarawak', u'sekolah', u'status', u'ancang', u'libat']","[u'senario', u'sabah', u'tetap', u'ajar', u'sekolah', u'laksana', u'status', u'sarawak', u'tangan', u'ancang']","[u'senario', u'ajar', u'laksana', u'sabah', u'tetap', u'sekolah', u'status', u'sarawak', u'ancang', u'kesan']"
"[u'senario', u'tetap', u'tangan', u'sekolah', u'sabah', u'tuju', u'laksana', u'status', u'milik', u'bekal']","[u'senario', u'tetap', u'tangan', u'sekolah', u'sabah', u'tuju', u'laksana', u'status', u'milik', u'sarawak']","[u'senario', u'tetap', u'sekolah', u'tangan', u'sabah', u'laksana', u'tuju', u'status', u'milik', u'sarawak']","[u'senario', u'tetap', u'tangan', u'sekolah', u'sabah', u'libat', u'sarawak', u'tuju', u'laksana', u'bekal']","[u'senario', u'tetap', u'sekolah', u'tangan', u'sabah', u'laksana', u'status', u'tuju', u'sarawak', u'milik']","[u'senario', u'tetap', u'tangan', u'sekolah', u'sabah', u'laksana', u'status', u'tuju', u'sarawak', u'wujud']","[u'senario', u'tetap', u'tangan', u'sekolah', u'sabah', u'tuju', u'laksana', u'status', u'milik', u'siasat']","[u'senario', u'sekolah', u'tetap', u'tangan', u'sabah', u'laksana', u'tuju', u'status', u'wujud', u'libat']","[u'senario', u'tetap', u'sekolah', u'tangan', u'sabah', u'laksana', u'tuju', u'status', u'milik', u'wujud']","[u'senario', u'sekolah', u'tetap', u'tangan', u'sabah', u'laksana', u'status', u'milik', u'bekal', u'tuju']"
"[u'senario', u'tangan', u'tetap', u'laksana', u'ajar', u'sekolah', u'sabah', u'sarawak', u'libat', u'jauh']","[u'senario', u'tangan', u'tetap', u'sekolah', u'laksana', u'ajar', u'libat', u'sarawak', u'sabah', u'jauh']","[u'senario', u'laksana', u'tangan', u'ajar', u'sekolah', u'sabah', u'sarawak', u'libat', u'tetap', u'status']","[u'senario', u'tangan', u'ajar', u'tetap', u'libat', u'sekolah', u'laksana', u'sabah', u'sarawak', u'jauh']","[u'senario', u'tangan', u'sekolah', u'tetap', u'laksana', u'ajar', u'sabah', u'sarawak', u'status', u'libat']","[u'senario', u'tangan', u'ajar', u'tetap', u'laksana', u'sekolah', u'sabah', u'sarawak', u'libat', u'status']","[u'senario', u'tangan', u'tetap', u'laksana', u'ajar', u'sekolah', u'sabah', u'libat', u'status', u'tuju']","[u'senario', u'tangan', u'ajar', u'laksana', u'sekolah', u'tetap', u'libat', u'sabah', u'sarawak', u'status']","[u'senario', u'sekolah', u'laksana', u'tangan', u'tetap', u'ajar', u'sabah', u'status', u'sarawak', u'libat']","[u'senario', u'laksana', u'sekolah', u'ajar', u'tangan', u'tetap', u'status', u'sabah', u'libat', u'sarawak']"
"[u'senario', u'laksana', u'sabah', u'sarawak', u'tetap', u'sekolah', u'libat', u'ajar', u'status', u'kesan']","[u'senario', u'laksana', u'sarawak', u'sekolah', u'tetap', u'sabah', u'libat', u'kesan', u'status', u'tangan']","[u'senario', u'laksana', u'sarawak', u'sabah', u'sekolah', u'libat', u'ajar', u'status', u'tetap', u'kaum']","[u'senario', u'sarawak', u'laksana', u'sabah', u'sekolah', u'libat', u'kesan', u'tetap', u'ajar', u'nilai']","[u'senario', u'laksana', u'sekolah', u'sarawak', u'sabah', u'tetap', u'libat', u'status', u'ajar', u'kesan']","[u'senario', u'laksana', u'sarawak', u'sekolah', u'sabah', u'tetap', u'libat', u'ajar', u'status', u'kesan']","[u'senario', u'laksana', u'sabah', u'sarawak', u'tetap', u'sekolah', u'libat', u'status', u'ajar', u'bekal']","[u'senario', u'laksana', u'sekolah', u'sarawak', u'sabah', u'libat', u'ajar', u'tetap', u'status', u'kaum']","[u'senario', u'laksana', u'sekolah', u'sabah', u'sarawak', u'libat', u'tetap', u'status', u'kesan', u'ajar']","[u'senario', u'laksana', u'sekolah', u'sabah', u'sarawak', u'status', u'ajar', u'tetap', u'libat', u'kaum']"
"[u'senario', u'sabah', u'laksana', u'tangan', u'sekolah', u'sarawak', u'tetap', u'kesan', u'kaji', u'bekal']","[u'senario', u'tangan', u'laksana', u'sabah', u'sekolah', u'tetap', u'libat', u'kesan', u'sarawak', u'bekal']","[u'senario', u'laksana', u'sabah', u'tangan', u'libat', u'sekolah', u'sarawak', u'bekal', u'ajar', u'milik']","[u'senario', u'tangan', u'sabah', u'laksana', u'kesan', u'sekolah', u'libat', u'bekal', u'sarawak', u'ajar']","[u'senario', u'laksana', u'sabah', u'sekolah', u'tangan', u'libat', u'sarawak', u'kesan', u'ajar', u'bekal']","[u'senario', u'laksana', u'tangan', u'sabah', u'sekolah', u'kesan', u'sarawak', u'libat', u'tetap', u'bekal']","[u'senario', u'laksana', u'tangan', u'sabah', u'tetap', u'libat', u'sekolah', u'bekal', u'kesan', u'kaji']","[u'senario', u'laksana', u'sabah', u'sekolah', u'tangan', u'libat', u'bekal', u'ajar', u'kesan', u'sarawak']","[u'senario', u'laksana', u'sabah', u'sekolah', u'tangan', u'kesan', u'sarawak', u'libat', u'bekal', u'milik']","[u'senario', u'laksana', u'sabah', u'sekolah', u'tangan', u'bekal', u'kesan', u'ajar', u'milik', u'libat']"
"[u'senario', u'laksana', u'ajar', u'sabah', u'tetap', u'kaji', u'tangan', u'libat', u'status', u'sekolah']","[u'senario', u'tetap', u'laksana', u'ajar', u'libat', u'tangan', u'milik', u'sabah', u'kaji', u'sekolah']","[u'senario', u'laksana', u'ajar', u'sabah', u'libat', u'milik', u'tangan', u'tetap', u'sekolah', u'status']","[u'senario', u'ajar', u'tetap', u'laksana', u'libat', u'tangan', u'sabah', u'sekolah', u'kaji', u'jauh']","[u'senario', u'laksana', u'ajar', u'sekolah', u'status', u'libat', u'sabah', u'tetap', u'tangan', u'milik']","[u'senario', u'ajar', u'laksana', u'tetap', u'tangan', u'libat', u'sabah', u'status', u'sekolah', u'kaji']","[u'senario', u'laksana', u'ajar', u'tetap', u'libat', u'tangan', u'sabah', u'kaji', u'milik', u'status']","[u'senario', u'ajar', u'laksana', u'libat', u'tetap', u'sabah', u'milik', u'sekolah', u'status', u'tangan']","[u'senario', u'laksana', u'ajar', u'sekolah', u'sabah', u'libat', u'tetap', u'milik', u'status', u'tangan']","[u'senario', u'laksana', u'ajar', u'sekolah', u'status', u'sabah', u'milik', u'libat', u'tetap', u'ancang']"
"[u'senario', u'sabah', u'laksana', u'tetap', u'tangan', u'sekolah', u'sarawak', u'tuju', u'status', u'ajar']","[u'senario', u'tetap', u'sabah', u'laksana', u'tangan', u'sarawak', u'tuju', u'sekolah', u'bayar', u'kesan']","[u'senario', u'laksana', u'sabah', u'bayar', u'tangan', u'tetap', u'ajar', u'sekolah', u'sarawak', u'status']","[u'senario', u'tetap', u'sabah', u'laksana', u'tangan', u'sekolah', u'ajar', u'nilai', u'bayar', u'sarawak']","[u'senario', u'sabah', u'laksana', u'tetap', u'status', u'tangan', u'sekolah', u'bayar', u'sarawak', u'ajar']","[u'senario', u'tetap', u'sabah', u'laksana', u'tangan', u'sekolah', u'ajar', u'sarawak', u'status', u'siasat']","[u'senario', u'sabah', u'tetap', u'laksana', u'tangan', u'libat', u'tuju', u'sarawak', u'status', u'ajar']","[u'senario', u'sabah', u'laksana', u'tetap', u'sekolah', u'tangan', u'ajar', u'bayar', u'status', u'libat']","[u'senario', u'sabah', u'laksana', u'tetap', u'sekolah', u'tangan', u'bayar', u'tuju', u'sarawak', u'status']","[u'senario', u'laksana', u'sabah', u'tetap', u'sekolah', u'tangan', u'status', u'ajar', u'bayar', u'milik']"
"[u'senario', u'laksana', u'sarawak', u'sabah', u'sekolah', u'status', u'tetap', u'ajar', u'rancang', u'kesan']","[u'senario', u'sarawak', u'laksana', u'tetap', u'sabah', u'sekolah', u'milik', u'libat', u'kesan', u'status']","[u'senario', u'laksana', u'sarawak', u'sabah', u'sekolah', u'status', u'ajar', u'milik', u'libat', u'rancang']","[u'senario', u'sarawak', u'sekolah', u'sabah', u'laksana', u'tetap', u'ajar', u'kesan', u'libat', u'status']","[u'senario', u'laksana', u'sekolah', u'sarawak', u'sabah', u'status', u'ajar', u'tetap', u'libat', u'rancang']","[u'senario', u'laksana', u'sarawak', u'sekolah', u'sabah', u'tetap', u'status', u'ajar', u'kesan', u'libat']","[u'senario', u'laksana', u'sarawak', u'sabah', u'libat', u'tetap', u'status', u'sekolah', u'ajar', u'kesan']","[u'senario', u'laksana', u'sarawak', u'sabah', u'sekolah', u'status', u'ajar', u'libat', u'tetap', u'milik']","[u'senario', u'laksana', u'sarawak', u'sekolah', u'sabah', u'status', u'ajar', u'rancang', u'tetap', u'libat']","[u'senario', u'laksana', u'sekolah', u'sabah', u'sarawak', u'status', u'ajar', u'milik', u'rancang', u'kesan']"
"[u'senario', u'tetap', u'tangan', u'laksana', u'sabah', u'sekolah', u'libat', u'status', u'akibat', u'sarawak']","[u'senario', u'tetap', u'tangan', u'libat', u'akibat', u'sekolah', u'sabah', u'laksana', u'sarawak', u'kesan']","[u'senario', u'tangan', u'tetap', u'sabah', u'laksana', u'libat', u'sarawak', u'sekolah', u'akibat', u'status']","[u'senario', u'tetap', u'tangan', u'libat', u'sekolah', u'sabah', u'akibat', u'kesan', u'status', u'sarawak']","[u'senario', u'tetap', u'tangan', u'sekolah', u'libat', u'status', u'sabah', u'laksana', u'sarawak', u'akibat']","[u'senario', u'tetap', u'tangan', u'akibat', u'libat', u'sekolah', u'laksana', u'status', u'sabah', u'sarawak']","[u'senario', u'tetap', u'tangan', u'libat', u'laksana', u'akibat', u'sabah', u'status', u'sekolah', u'wujud']","[u'senario', u'tetap', u'tangan', u'libat', u'sabah', u'status', u'laksana', u'sekolah', u'wujud', u'sarawak']","[u'senario', u'tetap', u'tangan', u'sekolah', u'libat', u'sabah', u'laksana', u'status', u'sarawak', u'akibat']","[u'senario', u'laksana', u'tetap', u'tangan', u'sekolah', u'status', u'sabah', u'libat', u'akibat', u'sarawak']"
"[u'senario', u'laksana', u'tetap', u'sabah', u'bekal', u'kesan', u'sekolah', u'libat', u'tangan', u'tuju']","[u'senario', u'tetap', u'laksana', u'bekal', u'kesan', u'tangan', u'sabah', u'libat', u'sekolah', u'lulus']","[u'senario', u'laksana', u'tetap', u'sabah', u'bekal', u'tangan', u'libat', u'sekolah', u'kesan', u'tuju']","[u'senario', u'tetap', u'bekal', u'laksana', u'kesan', u'sabah', u'tangan', u'libat', u'sekolah', u'ajar']","[u'senario', u'tetap', u'laksana', u'bekal', u'sekolah', u'sabah', u'libat', u'tangan', u'kesan', u'ajar']","[u'senario', u'tetap', u'laksana', u'bekal', u'kesan', u'tangan', u'sabah', u'sekolah', u'libat', u'ajar']","[u'senario', u'tetap', u'laksana', u'bekal', u'libat', u'sabah', u'tangan', u'kesan', u'tuju', u'sekolah']","[u'senario', u'laksana', u'bekal', u'tetap', u'sabah', u'libat', u'sekolah', u'kesan', u'tuju', u'ajar']","[u'senario', u'laksana', u'tetap', u'bekal', u'sekolah', u'sabah', u'libat', u'kesan', u'tuju', u'tangan']","[u'senario', u'laksana', u'bekal', u'sabah', u'tetap', u'sekolah', u'kesan', u'ajar', u'libat', u'tangan']"
"[u'senario', u'sabah', u'tetap', u'laksana', u'sekolah', u'status', u'sarawak', u'tangan', u'ajar', u'rancang']","[u'senario', u'tetap', u'sabah', u'sekolah', u'tangan', u'laksana', u'sarawak', u'milik', u'status', u'ajar']","[u'senario', u'sabah', u'laksana', u'sarawak', u'sekolah', u'tetap', u'status', u'milik', u'ajar', u'tangan']","[u'senario', u'sabah', u'tetap', u'sekolah', u'sarawak', u'tangan', u'ajar', u'status', u'laksana', u'milik']","[u'senario', u'sabah', u'sekolah', u'tetap', u'status', u'sarawak', u'laksana', u'tangan', u'ajar', u'libat']","[u'senario', u'sabah', u'tetap', u'laksana', u'status', u'sekolah', u'tangan', u'ajar', u'sarawak', u'kesan']","[u'senario', u'sabah', u'tetap', u'laksana', u'sarawak', u'sekolah', u'status', u'tangan', u'ajar', u'milik']","[u'senario', u'sabah', u'laksana', u'sekolah', u'status', u'tetap', u'ajar', u'sarawak', u'milik', u'rancang']","[u'senario', u'sabah', u'laksana', u'sekolah', u'status', u'tetap', u'sarawak', u'milik', u'ajar', u'rancang']","[u'senario', u'sabah', u'laksana', u'sekolah', u'status', u'sarawak', u'ajar', u'tetap', u'tangan', u'milik']"
